school_user_id,institution_id,journey_id,journey_status,current_step,completed_steps_count,total_sessions,total_minutes_spent,school_user_gender,completed_steps,started_at,journey_last_activity,completed_at,journey_created_at,journey_updated_at,step_1_thread_id,step_1_answers_count,step_1_has_data,step_2_status,step_2_answered_count,step_2_top_3_profiles,step_2_scores_activities,step_2_has_data,step_3_answers_count,step_3_has_data,step_4_score_universidad,step_4_score_tecnico,step_4_score_trabajo_estudio,step_4_suggested_route,step_4_has_data,step_5_favorites_count,step_5_completed,step_6_completed,step_7_thread_id,step_7_completed,step_7_has_summary,step_8_route_prioritized,step_8_question_set,step_8_plan_a_completed,step_8_immediate_steps_completed,step_8_immediate_route_mode,step_8_alt_plans_completed,step_8_cv_completed,step_8_future_letter_completed,step_8_completed,active_sessions,finished_sessions,step_1_sessions,step_1_first_start,step_1_last_end,step_1_minutes,step_2_sessions,step_2_first_start,step_2_last_end,step_2_minutes,step_3_sessions,step_3_first_start,step_3_last_end,step_3_minutes,step_4_sessions,step_4_first_start,step_4_last_end,step_4_minutes,step_5_sessions,step_5_first_start,step_5_last_end,step_5_minutes,step_6_sessions,step_6_first_start,step_6_last_end,step_6_minutes,step_7_sessions,step_7_first_start,step_7_last_end,step_7_minutes,step_8_sessions,step_8_first_start,step_8_last_end,step_8_minutes
60903172,udocz_1374321,j_60903172,completed,8,8,6,45,F,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_60903172,2,1,completed,12,ISC,{},1,1,1,53,31,99,trabajo_estudio,1,1,1,0,thr7_60903172,1,1,trabajo_estudio,set_A,0,0,universidad,1,1,1,0,0,6,0,2026-03-15 10:00:00,2026-04-20 14:00:00,14,1,2026-03-15 10:00:00,2026-04-20 14:00:00,5,1,2026-03-15 10:00:00,2026-04-20 14:00:00,19,1,2026-03-15 10:00:00,2026-04-20 14:00:00,1,2,2026-03-15 10:00:00,2026-04-20 14:00:00,16,0,2026-03-15 10:00:00,2026-04-20 14:00:00,20,1,2026-03-15 10:00:00,2026-04-20 14:00:00,7,1,2026-03-15 10:00:00,2026-04-20 14:00:00,16
47003438,udocz_1374321,j_47003438,completed,8,8,2,61,M,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_47003438,0,0,completed,12,REC,{},1,4,1,24,98,32,tecnico,1,1,1,1,thr7_47003438,1,1,tecnico,set_A,1,1,universidad,1,1,1,1,0,2,1,2026-03-15 10:00:00,2026-04-20 14:00:00,10,0,2026-03-15 10:00:00,2026-04-20 14:00:00,19,2,2026-03-15 10:00:00,2026-04-20 14:00:00,7,3,2026-03-15 10:00:00,2026-04-20 14:00:00,29,3,2026-03-15 10:00:00,2026-04-20 14:00:00,17,0,2026-03-15 10:00:00,2026-04-20 14:00:00,22,1,2026-03-15 10:00:00,2026-04-20 14:00:00,25,0,2026-03-15 10:00:00,2026-04-20 14:00:00,12
41613263,udocz_1374321,j_41613263,active,3,2,2,24,F,"[1,2]",2026-03-15 09:00:00,2026-04-20 15:30:00,,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_41613263,1,1,completed,24,AIE,{},1,3,1,54,85,31,tecnico,1,7,1,0,thr7_41613263,1,1,tecnico,set_B,0,1,universidad,0,1,0,0,0,2,2,2026-03-15 10:00:00,2026-04-20 14:00:00,5,2,2026-03-15 10:00:00,2026-04-20 14:00:00,14,2,2026-03-15 10:00:00,2026-04-20 14:00:00,22,1,2026-03-15 10:00:00,2026-04-20 14:00:00,7,0,2026-03-15 10:00:00,2026-04-20 14:00:00,16,2,2026-03-15 10:00:00,2026-04-20 14:00:00,28,1,2026-03-15 10:00:00,2026-04-20 14:00:00,26,1,2026-03-15 10:00:00,2026-04-20 14:00:00,1
71098469,udocz_1374321,j_71098469,completed,8,8,2,29,F,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_71098469,3,1,in_progress,56,SIA,{},1,3,1,13,23,87,trabajo_estudio,1,2,1,1,thr7_71098469,1,1,trabajo_estudio,set_A,0,0,universidad,0,1,1,0,0,2,1,2026-03-15 10:00:00,2026-04-20 14:00:00,17,1,2026-03-15 10:00:00,2026-04-20 14:00:00,16,2,2026-03-15 10:00:00,2026-04-20 14:00:00,23,3,2026-03-15 10:00:00,2026-04-20 14:00:00,24,2,2026-03-15 10:00:00,2026-04-20 14:00:00,4,0,2026-03-15 10:00:00,2026-04-20 14:00:00,29,1,2026-03-15 10:00:00,2026-04-20 14:00:00,16,1,2026-03-15 10:00:00,2026-04-20 14:00:00,15
68177020,udocz_1374321,j_68177020,completed,8,8,4,31,F,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_68177020,5,1,completed,20,ICR,{},1,0,0,83,22,45,universidad,1,1,1,1,thr7_68177020,0,0,universidad,set_B,0,1,universidad,1,0,0,0,0,4,1,2026-03-15 10:00:00,2026-04-20 14:00:00,20,2,2026-03-15 10:00:00,2026-04-20 14:00:00,26,3,2026-03-15 10:00:00,2026-04-20 14:00:00,14,2,2026-03-15 10:00:00,2026-04-20 14:00:00,23,0,2026-03-15 10:00:00,2026-04-20 14:00:00,20,3,2026-03-15 10:00:00,2026-04-20 14:00:00,21,1,2026-03-15 10:00:00,2026-04-20 14:00:00,14,3,2026-03-15 10:00:00,2026-04-20 14:00:00,22
46288335,udocz_1374321,j_46288335,active,7,6,2,49,F,[],2026-03-15 09:00:00,2026-04-20 15:30:00,,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_46288335,2,1,completed,37,ACE,{},1,8,1,12,1,70,trabajo_estudio,1,0,0,1,thr7_46288335,1,1,trabajo_estudio,set_B,1,0,universidad,1,0,1,0,0,2,3,2026-03-15 10:00:00,2026-04-20 14:00:00,28,1,2026-03-15 10:00:00,2026-04-20 14:00:00,18,2,2026-03-15 10:00:00,2026-04-20 14:00:00,27,1,2026-03-15 10:00:00,2026-04-20 14:00:00,11,1,2026-03-15 10:00:00,2026-04-20 14:00:00,23,0,2026-03-15 10:00:00,2026-04-20 14:00:00,10,0,2026-03-15 10:00:00,2026-04-20 14:00:00,10,0,2026-03-15 10:00:00,2026-04-20 14:00:00,11
31790312,udocz_1374321,j_31790312,completed,8,8,6,84,F,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_31790312,4,1,completed,17,ESI,{},1,7,1,25,20,64,trabajo_estudio,1,7,1,1,thr7_31790312,1,1,trabajo_estudio,set_B,0,1,universidad,1,0,0,0,0,6,2,2026-03-15 10:00:00,2026-04-20 14:00:00,23,2,2026-03-15 10:00:00,2026-04-20 14:00:00,6,3,2026-03-15 10:00:00,2026-04-20 14:00:00,18,0,2026-03-15 10:00:00,2026-04-20 14:00:00,14,0,2026-03-15 10:00:00,2026-04-20 14:00:00,17,3,2026-03-15 10:00:00,2026-04-20 14:00:00,10,0,2026-03-15 10:00:00,2026-04-20 14:00:00,8,3,2026-03-15 10:00:00,2026-04-20 14:00:00,18
46211639,udocz_1374321,j_46211639,completed,8,8,5,49,F,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_46211639,4,1,in_progress,51,RIA,{},1,7,1,82,58,25,universidad,1,7,1,1,thr7_46211639,1,1,universidad,set_B,1,0,universidad,0,0,0,0,0,5,3,2026-03-15 10:00:00,2026-04-20 14:00:00,22,0,2026-03-15 10:00:00,2026-04-20 14:00:00,9,3,2026-03-15 10:00:00,2026-04-20 14:00:00,11,0,2026-03-15 10:00:00,2026-04-20 14:00:00,2,0,2026-03-15 10:00:00,2026-04-20 14:00:00,7,1,2026-03-15 10:00:00,2026-04-20 14:00:00,11,1,2026-03-15 10:00:00,2026-04-20 14:00:00,23,1,2026-03-15 10:00:00,2026-04-20 14:00:00,1
27172349,udocz_1374321,j_27172349,completed,8,8,6,2886174,M,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_27172349,2,1,in_progress,48,RAS,{},1,3,1,36,19,7,universidad,1,3,1,1,thr7_27172349,0,0,universidad,set_B,0,0,universidad,1,1,0,0,0,6,1,2026-03-15 10:00:00,2026-04-20 14:00:00,8,3,2026-03-15 10:00:00,2026-04-20 14:00:00,14,3,2026-03-15 10:00:00,2026-04-20 14:00:00,5,1,2026-03-15 10:00:00,2026-04-20 14:00:00,25,3,2026-03-15 10:00:00,2026-04-20 14:00:00,15,1,2026-03-15 10:00:00,2026-04-20 14:00:00,6,0,2026-03-15 10:00:00,2026-04-20 14:00:00,5,0,2026-03-15 10:00:00,2026-04-20 14:00:00,4
85264360,udocz_1374321,j_85264360,active,1,0,4,5,M,[],2026-03-15 09:00:00,2026-04-20 15:30:00,,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_85264360,2,1,completed,9,ISC,{},1,3,1,88,26,80,universidad,1,2,1,1,thr7_85264360,0,0,universidad,set_A,1,1,universidad,1,1,0,0,0,4,1,2026-03-15 10:00:00,2026-04-20 14:00:00,29,3,2026-03-15 10:00:00,2026-04-20 14:00:00,14,1,2026-03-15 10:00:00,2026-04-20 14:00:00,0,3,2026-03-15 10:00:00,2026-04-20 14:00:00,8,3,2026-03-15 10:00:00,2026-04-20 14:00:00,1,2,2026-03-15 10:00:00,2026-04-20 14:00:00,15,0,2026-03-15 10:00:00,2026-04-20 14:00:00,19,1,2026-03-15 10:00:00,2026-04-20 14:00:00,14
37855256,udocz_1374321,j_37855256,completed,8,8,1,49,F,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_37855256,5,1,completed,12,REC,{},1,3,1,51,71,97,trabajo_estudio,1,5,1,1,thr7_37855256,0,0,trabajo_estudio,set_B,1,1,universidad,1,0,1,0,0,1,2,2026-03-15 10:00:00,2026-04-20 14:00:00,2,1,2026-03-15 10:00:00,2026-04-20 14:00:00,7,2,2026-03-15 10:00:00,2026-04-20 14:00:00,9,1,2026-03-15 10:00:00,2026-04-20 14:00:00,8,0,2026-03-15 10:00:00,2026-04-20 14:00:00,12,2,2026-03-15 10:00:00,2026-04-20 14:00:00,17,1,2026-03-15 10:00:00,2026-04-20 14:00:00,3,1,2026-03-15 10:00:00,2026-04-20 14:00:00,3
46958765,udocz_1374321,j_46958765,completed,8,8,4,64,F,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_46958765,4,1,completed,17,AIE,{},1,7,1,93,18,89,universidad,1,4,1,1,thr7_46958765,0,0,universidad,set_B,1,1,universidad,0,1,0,0,0,4,3,2026-03-15 10:00:00,2026-04-20 14:00:00,11,3,2026-03-15 10:00:00,2026-04-20 14:00:00,7,1,2026-03-15 10:00:00,2026-04-20 14:00:00,26,3,2026-03-15 10:00:00,2026-04-20 14:00:00,6,3,2026-03-15 10:00:00,2026-04-20 14:00:00,7,3,2026-03-15 10:00:00,2026-04-20 14:00:00,14,1,2026-03-15 10:00:00,2026-04-20 14:00:00,15,3,2026-03-15 10:00:00,2026-04-20 14:00:00,17
67447685,udocz_1374321,j_67447685,abandoned,2,1,4,55,F,[],2026-03-15 09:00:00,2026-04-20 15:30:00,,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_67447685,5,1,completed,21,SIA,{},1,6,1,3,6,4,tecnico,1,5,1,0,thr7_67447685,0,0,tecnico,set_A,0,0,universidad,1,1,0,0,0,4,1,2026-03-15 10:00:00,2026-04-20 14:00:00,20,1,2026-03-15 10:00:00,2026-04-20 14:00:00,18,1,2026-03-15 10:00:00,2026-04-20 14:00:00,23,1,2026-03-15 10:00:00,2026-04-20 14:00:00,11,3,2026-03-15 10:00:00,2026-04-20 14:00:00,1,2,2026-03-15 10:00:00,2026-04-20 14:00:00,14,0,2026-03-15 10:00:00,2026-04-20 14:00:00,4,0,2026-03-15 10:00:00,2026-04-20 14:00:00,1
86541730,udocz_1374321,j_86541730,completed,8,8,4,18,F,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_86541730,1,1,completed,50,ICR,{},1,7,1,5,24,69,trabajo_estudio,1,0,0,0,thr7_86541730,1,1,trabajo_estudio,set_B,1,0,universidad,1,0,1,0,0,4,3,2026-03-15 10:00:00,2026-04-20 14:00:00,14,0,2026-03-15 10:00:00,2026-04-20 14:00:00,28,1,2026-03-15 10:00:00,2026-04-20 14:00:00,8,1,2026-03-15 10:00:00,2026-04-20 14:00:00,9,2,2026-03-15 10:00:00,2026-04-20 14:00:00,19,2,2026-03-15 10:00:00,2026-04-20 14:00:00,15,3,2026-03-15 10:00:00,2026-04-20 14:00:00,2,3,2026-03-15 10:00:00,2026-04-20 14:00:00,22
88483172,udocz_1374321,j_88483172,abandoned,3,2,3,5,M,"[1,2]",2026-03-15 09:00:00,2026-04-20 15:30:00,,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_88483172,2,1,completed,10,ACE,{},1,9,1,83,16,68,universidad,1,1,1,1,thr7_88483172,0,0,universidad,set_B,0,0,universidad,0,1,1,0,0,3,2,2026-03-15 10:00:00,2026-04-20 14:00:00,8,1,2026-03-15 10:00:00,2026-04-20 14:00:00,19,1,2026-03-15 10:00:00,2026-04-20 14:00:00,2,1,2026-03-15 10:00:00,2026-04-20 14:00:00,17,3,2026-03-15 10:00:00,2026-04-20 14:00:00,9,3,2026-03-15 10:00:00,2026-04-20 14:00:00,12,3,2026-03-15 10:00:00,2026-04-20 14:00:00,13,3,2026-03-15 10:00:00,2026-04-20 14:00:00,29
23777061,udocz_1374321,j_23777061,completed,8,8,8,14,F,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_23777061,1,1,completed,13,ESI,{},1,4,1,39,85,44,tecnico,1,7,1,0,thr7_23777061,1,1,tecnico,set_A,1,0,universidad,0,1,1,0,0,8,0,2026-03-15 10:00:00,2026-04-20 14:00:00,5,2,2026-03-15 10:00:00,2026-04-20 14:00:00,2,2,2026-03-15 10:00:00,2026-04-20 14:00:00,7,1,2026-03-15 10:00:00,2026-04-20 14:00:00,20,1,2026-03-15 10:00:00,2026-04-20 14:00:00,27,2,2026-03-15 10:00:00,2026-04-20 14:00:00,14,0,2026-03-15 10:00:00,2026-04-20 14:00:00,0,1,2026-03-15 10:00:00,2026-04-20 14:00:00,28
42970383,udocz_1374321,j_42970383,completed,8,8,5,20,M,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_42970383,5,1,completed,9,RIA,{},1,9,1,85,53,27,universidad,1,0,0,1,thr7_42970383,1,1,universidad,set_B,1,1,universidad,0,0,0,0,0,5,2,2026-03-15 10:00:00,2026-04-20 14:00:00,20,0,2026-03-15 10:00:00,2026-04-20 14:00:00,20,1,2026-03-15 10:00:00,2026-04-20 14:00:00,1,3,2026-03-15 10:00:00,2026-04-20 14:00:00,23,0,2026-03-15 10:00:00,2026-04-20 14:00:00,17,0,2026-03-15 10:00:00,2026-04-20 14:00:00,21,1,2026-03-15 10:00:00,2026-04-20 14:00:00,11,2,2026-03-15 10:00:00,2026-04-20 14:00:00,22
87471963,udocz_1374321,j_87471963,completed,8,8,6,61,F,"[1,2,3,4,5,6,7,8]",2026-03-15 09:00:00,2026-04-20 15:30:00,2026-04-22 16:00:00,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_87471963,2,1,in_progress,20,RAS,{},1,7,1,1,15,3,tecnico,1,3,1,1,thr7_87471963,1,1,tecnico,set_B,1,1,universidad,0,1,1,0,0,6,2,2026-03-15 10:00:00,2026-04-20 14:00:00,11,1,2026-03-15 10:00:00,2026-04-20 14:00:00,10,3,2026-03-15 10:00:00,2026-04-20 14:00:00,23,1,2026-03-15 10:00:00,2026-04-20 14:00:00,6,2,2026-03-15 10:00:00,2026-04-20 14:00:00,13,2,2026-03-15 10:00:00,2026-04-20 14:00:00,3,0,2026-03-15 10:00:00,2026-04-20 14:00:00,25,0,2026-03-15 10:00:00,2026-04-20 14:00:00,24
16567525,udocz_1374321,j_16567525,active,5,4,7,5,M,[],2026-03-15 09:00:00,2026-04-20 15:30:00,,2026-03-15 09:00:00,2026-04-22 16:00:00,thr1_16567525,5,1,in_progress,20,ISC,{},1,9,1,56,84,37,tecnico,1,5,1,1,thr7_16567525,1,1,tecnico,set_A,0,1,universidad,0,0,0,0,0,7,1,2026-03-15 10:00:00,2026-04-20 14:00:00,14,3,2026-03-15 10:00:00,2026-04-20 14:00:00,9,0,2026-03-15 10:00:00,2026-04-20 14:00:00,4,2,2026-03-15 10:00:00,2026-04-20 14:00:00,19,0,2026-03-15 10:00:00,2026-04-20 14:00:00,20,1,2026-03-15 10:00:00,2026-04-20 14:00:00,23,0,2026-03-15 10:00:00,2026-04-20 14:00:00,23,3,2026-03-15 10:00:00,2026-04-20 14:00:00,8
