user_id,conversation_id,step,message_id,message_type,is_student,message_text,msg_length,ts_created,date_created
11372154,vconv_11372154_1,Step 1 - Autoconocimiento,vmsg_11372154_0002,ai,0,Que materias te gustan mas?,27,2026-05-06 12:17:57,
11372154,vconv_11372154_1,Step 7 - Decision familiar,vmsg_11372154_0003,student,1,no estoy seguro de mi futuro,28,2026-04-24 09:16:59,
11372154,vconv_11372154_2,Step 7 - Decision familiar,vmsg_11372154_0004,ai,0,Has considerado opciones como ingenieria industrial?,52,2026-04-19 11:21:17,
11372154,vconv_11372154_2,Step 8 - Plan de accion,vmsg_11372154_0005,student,1,ayudame a decidir,17,2026-04-04 17:56:01,
11412675,vconv_11412675_1,Step 6 - Otro,vmsg_11412675_0001,student,1,mi familia quiere que estudie medicina,38,2026-04-21 12:32:35,
11412675,vconv_11412675_1,Step 4 - Otro,vmsg_11412675_0002,ai,0,"El arte tambien es una opcion: diseno grafico, arquitectura.",60,2026-05-03 13:53:04,
11446723,vconv_11446723_1,Step 3 - Otro,vmsg_11446723_0001,student,1,no se cuanto cuesta una carrera,31,2026-05-01 15:34:20,
11446723,vconv_11446723_1,Step 1 - Autoconocimiento,vmsg_11446723_0002,ai,0,La transicion a la universidad puede ser desafiante pero hay apoyo.,67,2026-04-13 08:41:59,
11446723,vconv_11446723_1,Step 7 - Decision familiar,vmsg_11446723_0003,student,1,no se que estudiar,18,2026-04-25 18:48:56,
11446723,vconv_11446723_2,Step 4 - Otro,vmsg_11446723_0004,ai,0,"Las matematicas se usan en muchas carreras: ingenieria, economia, fisica.",73,2026-03-30 12:06:16,
11645532,vconv_11645532_1,Step 7 - Decision familiar,vmsg_11645532_0001,student,1,quiero ser ingeniero,20,2026-05-04 18:56:19,
11645532,vconv_11645532_1,Step 2 - Otro,vmsg_11645532_0002,ai,0,Existen carreras tecnicas mas cortas que duran 3 anos.,54,2026-03-28 11:05:53,
11645532,vconv_11645532_1,Step 4 - Otro,vmsg_11645532_0003,student,1,que carreras hay?,17,2026-05-01 13:21:05,
11645532,vconv_11645532_2,Step 5 - Otro,vmsg_11645532_0004,ai,0,Es normal tener dudas. Vamos paso a paso.,41,2026-05-11 08:11:19,
11645532,vconv_11645532_2,Step 1 - Autoconocimiento,vmsg_11645532_0005,student,1,mi familia quiere que estudie medicina,38,2026-03-29 19:47:36,
11645532,vconv_11645532_2,Step 8 - Plan de accion,vmsg_11645532_0006,ai,0,"El arte tambien es una opcion: diseno grafico, arquitectura.",60,2026-05-10 10:59:56,
11684818,vconv_11684818_1,Step 3 - Otro,vmsg_11684818_0001,student,1,no se cuanto cuesta una carrera,31,2026-04-22 08:58:06,
11684818,vconv_11684818_1,Step 5 - Otro,vmsg_11684818_0002,ai,0,La transicion a la universidad puede ser desafiante pero hay apoyo.,67,2026-04-05 09:26:37,
11684818,vconv_11684818_1,Step 3 - Otro,vmsg_11684818_0003,student,1,no se que estudiar,18,2026-03-28 10:50:35,
11684818,vconv_11684818_2,Step 5 - Otro,vmsg_11684818_0004,ai,0,"Las matematicas se usan en muchas carreras: ingenieria, economia, fisica.",73,2026-04-23 16:36:28,
11729930,vconv_11729930_1,Step 7 - Decision familiar,vmsg_11729930_0001,student,1,quiero ser ingeniero,20,2026-04-25 15:17:02,
11729930,vconv_11729930_1,Step 7 - Decision familiar,vmsg_11729930_0002,ai,0,Existen carreras tecnicas mas cortas que duran 3 anos.,54,2026-04-24 08:28:55,
11729930,vconv_11729930_1,Step 3 - Otro,vmsg_11729930_0003,student,1,que carreras hay?,17,2026-04-26 18:31:04,
11729930,vconv_11729930_2,Step 5 - Otro,vmsg_11729930_0004,ai,0,Es normal tener dudas. Vamos paso a paso.,41,2026-05-11 14:59:50,
11729930,vconv_11729930_2,Step 1 - Autoconocimiento,vmsg_11729930_0005,student,1,mi familia quiere que estudie medicina,38,2026-04-09 10:41:31,
11729930,vconv_11729930_2,Step 6 - Otro,vmsg_11729930_0006,ai,0,"El arte tambien es una opcion: diseno grafico, arquitectura.",60,2026-04-10 15:33:51,
11729930,vconv_11729930_3,Step 1 - Autoconocimiento,vmsg_11729930_0007,student,1,no se cuanto cuesta una carrera,31,2026-04-30 18:22:57,
11872127,vconv_11872127_1,Step 7 - Decision familiar,vmsg_11872127_0001,student,1,tengo dudas sobre la universidad,32,2026-04-30 15:47:50,
11872127,vconv_11872127_1,Step 8 - Plan de accion,vmsg_11872127_0002,ai,0,Cuentame cuales son tus intereses.,34,2026-04-02 11:49:48,
11982661,vconv_11982661_1,Step 6 - Otro,vmsg_11982661_0001,student,1,me gusta la matematica,22,2026-03-31 10:23:12,
11982661,vconv_11982661_1,Step 6 - Otro,vmsg_11982661_0002,ai,0,Que materias te gustan mas?,27,2026-04-08 11:05:56,
11982661,vconv_11982661_1,Step 8 - Plan de accion,vmsg_11982661_0003,student,1,no estoy seguro de mi futuro,28,2026-04-10 19:25:24,
11982661,vconv_11982661_2,Step 3 - Otro,vmsg_11982661_0004,ai,0,Has considerado opciones como ingenieria industrial?,52,2026-03-26 11:35:04,
11982661,vconv_11982661_2,Step 1 - Autoconocimiento,vmsg_11982661_0005,student,1,ayudame a decidir,17,2026-04-25 14:33:21,
11982661,vconv_11982661_2,Step 7 - Decision familiar,vmsg_11982661_0006,ai,0,Pensaste en hablar con tu familia sobre tus opciones?,53,2026-04-17 19:55:26,
11982661,vconv_11982661_3,Step 2 - Otro,vmsg_11982661_0007,student,1,me gustan las artes,19,2026-04-16 12:52:01,
11982661,vconv_11982661_3,Step 7 - Decision familiar,vmsg_11982661_0008,ai,0,Existen becas como Beca 18 que pueden ayudar.,45,2026-05-08 18:43:50,
12073704,vconv_12073704_1,Step 6 - Otro,vmsg_12073704_0001,student,1,tengo dudas sobre la universidad,32,2026-04-19 16:03:05,
12073704,vconv_12073704_1,Step 3 - Otro,vmsg_12073704_0002,ai,0,Cuentame cuales son tus intereses.,34,2026-04-09 19:36:43,
12073704,vconv_12073704_1,Step 4 - Otro,vmsg_12073704_0003,student,1,me gusta la matematica,22,2026-03-24 19:25:32,
12073704,vconv_12073704_2,Step 2 - Otro,vmsg_12073704_0004,ai,0,Que materias te gustan mas?,27,2026-04-12 13:35:06,
12073704,vconv_12073704_2,Step 4 - Otro,vmsg_12073704_0005,student,1,no estoy seguro de mi futuro,28,2026-04-12 18:40:56,
12073704,vconv_12073704_2,Step 7 - Decision familiar,vmsg_12073704_0006,ai,0,Has considerado opciones como ingenieria industrial?,52,2026-04-10 19:16:40,
12246220,vconv_12246220_1,Step 5 - Otro,vmsg_12246220_0001,student,1,ayudame a decidir,17,2026-04-07 18:36:20,
12246220,vconv_12246220_1,Step 7 - Decision familiar,vmsg_12246220_0002,ai,0,Pensaste en hablar con tu familia sobre tus opciones?,53,2026-04-29 09:41:14,
12246220,vconv_12246220_1,Step 4 - Otro,vmsg_12246220_0003,student,1,me gustan las artes,19,2026-04-11 08:58:03,
12246220,vconv_12246220_2,Step 1 - Autoconocimiento,vmsg_12246220_0004,ai,0,Existen becas como Beca 18 que pueden ayudar.,45,2026-04-02 08:35:22,
12246220,vconv_12246220_2,Step 5 - Otro,vmsg_12246220_0005,student,1,tengo dudas sobre la universidad,32,2026-05-04 14:34:11,
12246220,vconv_12246220_2,Step 7 - Decision familiar,vmsg_12246220_0006,ai,0,Cuentame cuales son tus intereses.,34,2026-04-17 13:26:35,
12413216,vconv_12413216_1,Step 1 - Autoconocimiento,vmsg_12413216_0001,student,1,me gusta la matematica,22,2026-03-31 15:18:07,
12413216,vconv_12413216_1,Step 6 - Otro,vmsg_12413216_0002,ai,0,Que materias te gustan mas?,27,2026-04-12 19:09:20,
12413216,vconv_12413216_1,Step 3 - Otro,vmsg_12413216_0003,student,1,no estoy seguro de mi futuro,28,2026-04-21 09:11:36,
12710847,vconv_12710847_1,Step 8 - Plan de accion,vmsg_12710847_0001,student,1,que carreras hay?,17,2026-05-01 17:01:43,
12710847,vconv_12710847_1,Step 8 - Plan de accion,vmsg_12710847_0002,ai,0,Es normal tener dudas. Vamos paso a paso.,41,2026-04-18 08:15:59,
12710847,vconv_12710847_1,Step 5 - Otro,vmsg_12710847_0003,student,1,mi familia quiere que estudie medicina,38,2026-03-28 15:54:14,
12710847,vconv_12710847_2,Step 7 - Decision familiar,vmsg_12710847_0004,ai,0,"El arte tambien es una opcion: diseno grafico, arquitectura.",60,2026-04-09 19:49:50,
12710847,vconv_12710847_2,Step 6 - Otro,vmsg_12710847_0005,student,1,no se cuanto cuesta una carrera,31,2026-04-16 09:46:20,
12710847,vconv_12710847_2,Step 5 - Otro,vmsg_12710847_0006,ai,0,La transicion a la universidad puede ser desafiante pero hay apoyo.,67,2026-05-10 13:21:55,
12710847,vconv_12710847_3,Step 6 - Otro,vmsg_12710847_0007,student,1,no se que estudiar,18,2026-03-26 13:41:46,
12710847,vconv_12710847_3,Step 5 - Otro,vmsg_12710847_0008,ai,0,"Las matematicas se usan en muchas carreras: ingenieria, economia, fisica.",73,2026-04-24 11:19:19,
12764664,vconv_12764664_1,Step 4 - Otro,vmsg_12764664_0001,student,1,quiero ser ingeniero,20,2026-03-24 14:45:54,
12764664,vconv_12764664_1,Step 3 - Otro,vmsg_12764664_0002,ai,0,Existen carreras tecnicas mas cortas que duran 3 anos.,54,2026-04-28 13:33:11,
12764664,vconv_12764664_1,Step 7 - Decision familiar,vmsg_12764664_0003,student,1,que carreras hay?,17,2026-04-26 13:25:14,
12803627,vconv_12803627_1,Step 7 - Decision familiar,vmsg_12803627_0001,student,1,ayudame a decidir,17,2026-04-07 15:45:57,
12803627,vconv_12803627_1,Step 6 - Otro,vmsg_12803627_0002,ai,0,Pensaste en hablar con tu familia sobre tus opciones?,53,2026-04-21 15:51:22,
12803627,vconv_12803627_1,Step 8 - Plan de accion,vmsg_12803627_0003,student,1,me gustan las artes,19,2026-03-25 13:24:41,
12803627,vconv_12803627_2,Step 2 - Otro,vmsg_12803627_0004,ai,0,Existen becas como Beca 18 que pueden ayudar.,45,2026-03-31 09:46:04,
12803627,vconv_12803627_2,Step 5 - Otro,vmsg_12803627_0005,student,1,tengo dudas sobre la universidad,32,2026-04-02 10:50:49,
12803627,vconv_12803627_2,Step 6 - Otro,vmsg_12803627_0006,ai,0,Cuentame cuales son tus intereses.,34,2026-05-08 10:30:08,
13162585,vconv_13162585_1,Step 6 - Otro,vmsg_13162585_0001,student,1,me gusta la matematica,22,2026-04-19 19:41:32,
13162585,vconv_13162585_1,Step 3 - Otro,vmsg_13162585_0002,ai,0,Que materias te gustan mas?,27,2026-03-27 11:41:14,
13198382,vconv_13198382_1,Step 5 - Otro,vmsg_13198382_0001,student,1,no estoy seguro de mi futuro,28,2026-04-16 19:23:03,
13198382,vconv_13198382_1,Step 4 - Otro,vmsg_13198382_0002,ai,0,Has considerado opciones como ingenieria industrial?,52,2026-04-10 08:34:25,
13198382,vconv_13198382_1,Step 3 - Otro,vmsg_13198382_0003,student,1,ayudame a decidir,17,2026-05-10 11:06:29,
13198454,vconv_13198454_1,Step 1 - Autoconocimiento,vmsg_13198454_0001,student,1,mi familia quiere que estudie medicina,38,2026-03-27 08:31:10,
13198454,vconv_13198454_1,Step 7 - Decision familiar,vmsg_13198454_0002,ai,0,"El arte tambien es una opcion: diseno grafico, arquitectura.",60,2026-04-30 08:17:50,
13198454,vconv_13198454_1,Step 6 - Otro,vmsg_13198454_0003,student,1,no se cuanto cuesta una carrera,31,2026-05-04 08:51:13,
13357709,vconv_13357709_1,Step 7 - Decision familiar,vmsg_13357709_0001,student,1,tengo dudas sobre la universidad,32,2026-03-28 15:04:00,
13357709,vconv_13357709_1,Step 2 - Otro,vmsg_13357709_0002,ai,0,Cuentame cuales son tus intereses.,34,2026-04-08 18:29:24,
13449915,vconv_13449915_1,Step 4 - Otro,vmsg_13449915_0001,student,1,me gusta la matematica,22,2026-03-25 11:42:01,
13449915,vconv_13449915_1,Step 1 - Autoconocimiento,vmsg_13449915_0002,ai,0,Que materias te gustan mas?,27,2026-04-03 11:51:35,
13449915,vconv_13449915_1,Step 8 - Plan de accion,vmsg_13449915_0003,student,1,no estoy seguro de mi futuro,28,2026-04-11 14:23:33,
13449915,vconv_13449915_2,Step 8 - Plan de accion,vmsg_13449915_0004,ai,0,Has considerado opciones como ingenieria industrial?,52,2026-04-10 18:17:41,
13449915,vconv_13449915_2,Step 3 - Otro,vmsg_13449915_0005,student,1,ayudame a decidir,17,2026-05-07 08:39:07,
13449915,vconv_13449915_2,Step 4 - Otro,vmsg_13449915_0006,ai,0,Pensaste en hablar con tu familia sobre tus opciones?,53,2026-05-10 13:35:02,
13496636,vconv_13496636_1,Step 6 - Otro,vmsg_13496636_0001,student,1,me gustan las artes,19,2026-04-13 13:23:47,
13496636,vconv_13496636_1,Step 8 - Plan de accion,vmsg_13496636_0002,ai,0,Existen becas como Beca 18 que pueden ayudar.,45,2026-05-08 10:54:09,
13612684,vconv_13612684_1,Step 2 - Otro,vmsg_13612684_0001,student,1,tengo dudas sobre la universidad,32,2026-04-30 08:41:51,
13612684,vconv_13612684_1,Step 4 - Otro,vmsg_13612684_0002,ai,0,Cuentame cuales son tus intereses.,34,2026-05-03 10:49:34,
13612684,vconv_13612684_1,Step 7 - Decision familiar,vmsg_13612684_0003,student,1,me gusta la matematica,22,2026-03-26 19:37:51,
13612684,vconv_13612684_2,Step 3 - Otro,vmsg_13612684_0004,ai,0,Que materias te gustan mas?,27,2026-05-09 13:37:36,
13612684,vconv_13612684_2,Step 2 - Otro,vmsg_13612684_0005,student,1,no estoy seguro de mi futuro,28,2026-04-21 16:11:02,
13612684,vconv_13612684_2,Step 8 - Plan de accion,vmsg_13612684_0006,ai,0,Has considerado opciones como ingenieria industrial?,52,2026-03-24 11:14:00,
13612684,vconv_13612684_3,Step 1 - Autoconocimiento,vmsg_13612684_0007,student,1,ayudame a decidir,17,2026-04-05 09:48:28,
13677403,vconv_13677403_1,Step 3 - Otro,vmsg_13677403_0001,student,1,mi familia quiere que estudie medicina,38,2026-04-13 12:05:08,
13677403,vconv_13677403_1,Step 1 - Autoconocimiento,vmsg_13677403_0002,ai,0,"El arte tambien es una opcion: diseno grafico, arquitectura.",60,2026-05-04 12:47:08,
13677403,vconv_13677403_1,Step 3 - Otro,vmsg_13677403_0003,student,1,no se cuanto cuesta una carrera,31,2026-05-03 08:51:36,
13677403,vconv_13677403_2,Step 8 - Plan de accion,vmsg_13677403_0004,ai,0,La transicion a la universidad puede ser desafiante pero hay apoyo.,67,2026-04-26 16:57:08,
13678108,vconv_13678108_1,Step 2 - Otro,vmsg_13678108_0001,student,1,no se que estudiar,18,2026-04-18 19:02:36,
13678108,vconv_13678108_1,Step 5 - Otro,vmsg_13678108_0002,ai,0,"Las matematicas se usan en muchas carreras: ingenieria, economia, fisica.",73,2026-05-08 14:47:54,
13813670,vconv_13813670_1,Step 4 - Otro,vmsg_13813670_0001,student,1,quiero ser ingeniero,20,2026-04-04 11:24:59,
13813670,vconv_13813670_1,Step 5 - Otro,vmsg_13813670_0002,ai,0,Existen carreras tecnicas mas cortas que duran 3 anos.,54,2026-03-27 17:11:05,
13813670,vconv_13813670_1,Step 4 - Otro,vmsg_13813670_0003,student,1,que carreras hay?,17,2026-04-05 18:28:23,
13813670,vconv_13813670_2,Step 8 - Plan de accion,vmsg_13813670_0004,ai,0,Es normal tener dudas. Vamos paso a paso.,41,2026-05-08 17:38:18,
13813670,vconv_13813670_2,Step 6 - Otro,vmsg_13813670_0005,student,1,mi familia quiere que estudie medicina,38,2026-05-02 14:52:27,
13813670,vconv_13813670_2,Step 7 - Decision familiar,vmsg_13813670_0006,ai,0,"El arte tambien es una opcion: diseno grafico, arquitectura.",60,2026-03-29 13:20:56,
13813670,vconv_13813670_3,Step 1 - Autoconocimiento,vmsg_13813670_0007,student,1,no se cuanto cuesta una carrera,31,2026-04-13 18:14:19,
13813670,vconv_13813670_3,Step 4 - Otro,vmsg_13813670_0008,ai,0,La transicion a la universidad puede ser desafiante pero hay apoyo.,67,2026-04-05 09:44:06,
13816714,vconv_13816714_1,Step 5 - Otro,vmsg_13816714_0001,student,1,no se que estudiar,18,2026-04-18 17:57:04,
13816714,vconv_13816714_1,Step 3 - Otro,vmsg_13816714_0002,ai,0,"Las matematicas se usan en muchas carreras: ingenieria, economia, fisica.",73,2026-05-04 18:47:35,
13816714,vconv_13816714_1,Step 3 - Otro,vmsg_13816714_0003,student,1,quiero ser ingeniero,20,2026-05-08 18:21:59,
13816714,vconv_13816714_2,Step 7 - Decision familiar,vmsg_13816714_0004,ai,0,Existen carreras tecnicas mas cortas que duran 3 anos.,54,2026-05-09 11:02:30,
13816714,vconv_13816714_2,Step 4 - Otro,vmsg_13816714_0005,student,1,que carreras hay?,17,2026-05-10 13:43:46,
13899636,vconv_13899636_1,Step 2 - Otro,vmsg_13899636_0001,student,1,ayudame a decidir,17,2026-04-26 17:49:34,
13899636,vconv_13899636_1,Step 8 - Plan de accion,vmsg_13899636_0002,ai,0,Pensaste en hablar con tu familia sobre tus opciones?,53,2026-05-04 18:17:00,
13899636,vconv_13899636_1,Step 7 - Decision familiar,vmsg_13899636_0003,student,1,me gustan las artes,19,2026-04-11 15:42:11,
