user_id,user_answer_id,topic_name,subtopic,question_text,is_correct,answer_status,answer_option_text,answer_feedback,ts_created,date_created
11179800,ans_11179800_0005,Estadistica,Ecuaciones,10% de 50,0,INCORRECT,a) 25,Incorrecto.,2026-04-11 19:31:34,
11179800,ans_11179800_0006,Funciones,Areas,Si 3 es par o impar,0,INCORRECT,b) impar,Incorrecto.,2026-05-08 10:45:25,
11179800,ans_11179800_0007,Aritmetica,Probabilidad simple,Cuanto es 2+3?,1,CORRECT,a) 5,Correcto.,2026-05-04 17:35:30,
11179800,ans_11179800_0008,Algebra,Media,Que es 1/2 + 1/4?,0,INCORRECT,b) 3/4,Incorrecto.,2026-04-08 14:55:19,
11179800,ans_11179800_0009,Geometria,Pendiente,Resuelve x+5=10,1,CORRECT,c) 16,Correcto.,2026-05-03 12:56:16,
11321263,ans_11321263_0001,Probabilidad,Porcentajes,Area del cuadrado de lado 4,1,CORRECT,d) 5,Correcto.,2026-04-13 20:34:08,
11334272,ans_11334272_0001,Estadistica,Fracciones,10% de 50,1,CORRECT,a) 25,Correcto.,2026-03-26 16:38:43,
11334272,ans_11334272_0002,Funciones,Ecuaciones,Si 3 es par o impar,0,INCORRECT,b) impar,Incorrecto.,2026-05-04 09:15:14,
11334272,ans_11334272_0003,Aritmetica,Areas,Cuanto es 2+3?,1,CORRECT,a) 5,Correcto.,2026-03-29 09:35:55,
11334272,ans_11334272_0004,Algebra,Probabilidad simple,Que es 1/2 + 1/4?,1,CORRECT,b) 3/4,Correcto.,2026-05-02 19:58:17,
11334272,ans_11334272_0005,Geometria,Media,Resuelve x+5=10,1,CORRECT,c) 16,Correcto.,2026-03-29 16:59:23,
11334272,ans_11334272_0006,Probabilidad,Pendiente,Area del cuadrado de lado 4,0,INCORRECT,d) 5,Incorrecto.,2026-04-09 11:20:50,
11372154,ans_11372154_0001,Estadistica,Porcentajes,10% de 50,1,CORRECT,a) 25,Correcto.,2026-05-07 15:18:53,
11412675,ans_11412675_0001,Funciones,Fracciones,Si 3 es par o impar,0,INCORRECT,b) impar,Incorrecto.,2026-05-10 10:33:43,
11412675,ans_11412675_0002,Aritmetica,Ecuaciones,Cuanto es 2+3?,1,CORRECT,a) 5,Correcto.,2026-05-04 21:46:43,
11412675,ans_11412675_0003,Algebra,Areas,Que es 1/2 + 1/4?,0,INCORRECT,b) 3/4,Incorrecto.,2026-03-25 19:25:08,
11412675,ans_11412675_0004,Geometria,Probabilidad simple,Resuelve x+5=10,1,CORRECT,c) 16,Correcto.,2026-05-11 08:11:19,
11412675,ans_11412675_0005,Probabilidad,Media,Area del cuadrado de lado 4,0,INCORRECT,d) 5,Incorrecto.,2026-04-20 19:43:20,
11412675,ans_11412675_0006,Estadistica,Pendiente,10% de 50,1,CORRECT,a) 25,Correcto.,2026-03-31 08:20:52,
11412675,ans_11412675_0007,Funciones,Porcentajes,Si 3 es par o impar,0,INCORRECT,b) impar,Incorrecto.,2026-04-16 14:45:37,
11412675,ans_11412675_0008,Aritmetica,Fracciones,Cuanto es 2+3?,1,CORRECT,a) 5,Correcto.,2026-04-01 10:20:37,
11412675,ans_11412675_0009,Algebra,Ecuaciones,Que es 1/2 + 1/4?,1,CORRECT,b) 3/4,Correcto.,2026-04-11 09:54:51,
11446723,ans_11446723_0001,Geometria,Areas,Resuelve x+5=10,1,CORRECT,c) 16,Correcto.,2026-03-31 16:30:12,
11446723,ans_11446723_0002,Probabilidad,Probabilidad simple,Area del cuadrado de lado 4,1,CORRECT,d) 5,Correcto.,2026-04-03 19:15:03,
11446723,ans_11446723_0003,Estadistica,Media,10% de 50,0,INCORRECT,a) 25,Incorrecto.,2026-04-24 17:28:30,
11446723,ans_11446723_0004,Funciones,Pendiente,Si 3 es par o impar,1,CORRECT,b) impar,Correcto.,2026-04-23 21:00:48,
11446723,ans_11446723_0005,Aritmetica,Porcentajes,Cuanto es 2+3?,0,INCORRECT,a) 5,Incorrecto.,2026-04-17 13:15:39,
11446723,ans_11446723_0006,Algebra,Fracciones,Que es 1/2 + 1/4?,1,CORRECT,b) 3/4,Correcto.,2026-05-10 09:32:33,
11645532,ans_11645532_0001,Geometria,Ecuaciones,Resuelve x+5=10,1,CORRECT,c) 16,Correcto.,2026-04-03 17:25:49,
11645532,ans_11645532_0002,Probabilidad,Areas,Area del cuadrado de lado 4,1,CORRECT,d) 5,Correcto.,2026-05-03 12:10:24,
11645532,ans_11645532_0003,Estadistica,Probabilidad simple,10% de 50,1,CORRECT,a) 25,Correcto.,2026-04-12 17:28:50,
11645532,ans_11645532_0004,Funciones,Media,Si 3 es par o impar,0,INCORRECT,b) impar,Incorrecto.,2026-04-02 20:38:27,
11729930,ans_11729930_0001,Aritmetica,Pendiente,Cuanto es 2+3?,0,INCORRECT,a) 5,Incorrecto.,2026-05-01 08:58:56,
11729930,ans_11729930_0002,Algebra,Porcentajes,Que es 1/2 + 1/4?,1,CORRECT,b) 3/4,Correcto.,2026-05-09 17:05:08,
11729930,ans_11729930_0003,Geometria,Fracciones,Resuelve x+5=10,1,CORRECT,c) 16,Correcto.,2026-05-01 15:03:45,
11729930,ans_11729930_0004,Probabilidad,Ecuaciones,Area del cuadrado de lado 4,0,INCORRECT,d) 5,Incorrecto.,2026-04-23 21:57:35,
11872127,ans_11872127_0001,Estadistica,Areas,10% de 50,1,CORRECT,a) 25,Correcto.,2026-05-11 13:21:32,
12073704,ans_12073704_0001,Funciones,Probabilidad simple,Si 3 es par o impar,1,CORRECT,b) impar,Correcto.,2026-04-13 15:52:20,
12073704,ans_12073704_0002,Aritmetica,Media,Cuanto es 2+3?,1,CORRECT,a) 5,Correcto.,2026-04-26 10:26:06,
12073704,ans_12073704_0003,Algebra,Pendiente,Que es 1/2 + 1/4?,0,INCORRECT,b) 3/4,Incorrecto.,2026-04-23 20:01:49,
12073704,ans_12073704_0004,Geometria,Porcentajes,Resuelve x+5=10,0,INCORRECT,c) 16,Incorrecto.,2026-05-06 09:25:23,
12246220,ans_12246220_0001,Probabilidad,Fracciones,Area del cuadrado de lado 4,1,CORRECT,d) 5,Correcto.,2026-03-27 15:00:01,
12246220,ans_12246220_0002,Estadistica,Ecuaciones,10% de 50,1,CORRECT,a) 25,Correcto.,2026-03-29 19:58:31,
12246220,ans_12246220_0003,Funciones,Areas,Si 3 es par o impar,1,CORRECT,b) impar,Correcto.,2026-05-02 16:56:58,
12246220,ans_12246220_0004,Aritmetica,Probabilidad simple,Cuanto es 2+3?,0,INCORRECT,a) 5,Incorrecto.,2026-04-21 16:54:43,
12246220,ans_12246220_0005,Algebra,Media,Que es 1/2 + 1/4?,1,CORRECT,b) 3/4,Correcto.,2026-04-21 09:50:56,
12246220,ans_12246220_0006,Geometria,Pendiente,Resuelve x+5=10,1,CORRECT,c) 16,Correcto.,2026-04-24 15:04:19,
12246220,ans_12246220_0007,Probabilidad,Porcentajes,Area del cuadrado de lado 4,1,CORRECT,d) 5,Correcto.,2026-04-26 11:03:14,
12246220,ans_12246220_0008,Estadistica,Fracciones,10% de 50,0,INCORRECT,a) 25,Incorrecto.,2026-04-25 14:11:30,
12413216,ans_12413216_0001,Funciones,Ecuaciones,Si 3 es par o impar,1,CORRECT,b) impar,Correcto.,2026-04-30 16:57:45,
12413216,ans_12413216_0002,Aritmetica,Areas,Cuanto es 2+3?,0,INCORRECT,a) 5,Incorrecto.,2026-04-09 15:42:59,
12413216,ans_12413216_0003,Algebra,Probabilidad simple,Que es 1/2 + 1/4?,1,CORRECT,b) 3/4,Correcto.,2026-04-28 21:05:23,
12413216,ans_12413216_0004,Geometria,Media,Resuelve x+5=10,0,INCORRECT,c) 16,Incorrecto.,2026-04-30 13:43:19,
12413216,ans_12413216_0005,Probabilidad,Pendiente,Area del cuadrado de lado 4,1,CORRECT,d) 5,Correcto.,2026-04-06 13:37:27,
12413216,ans_12413216_0006,Estadistica,Porcentajes,10% de 50,0,INCORRECT,a) 25,Incorrecto.,2026-04-11 18:02:00,
12413216,ans_12413216_0007,Funciones,Fracciones,Si 3 es par o impar,1,CORRECT,b) impar,Correcto.,2026-04-14 14:18:00,
12413216,ans_12413216_0008,Aritmetica,Ecuaciones,Cuanto es 2+3?,0,INCORRECT,a) 5,Incorrecto.,2026-04-25 14:50:49,
12413216,ans_12413216_0009,Algebra,Areas,Que es 1/2 + 1/4?,1,CORRECT,b) 3/4,Correcto.,2026-05-10 09:39:06,
12413216,ans_12413216_0010,Geometria,Probabilidad simple,Resuelve x+5=10,1,CORRECT,c) 16,Correcto.,2026-04-16 20:39:31,
12710847,ans_12710847_0001,Probabilidad,Media,Area del cuadrado de lado 4,0,INCORRECT,d) 5,Incorrecto.,2026-05-04 15:28:48,
12710847,ans_12710847_0002,Estadistica,Pendiente,10% de 50,0,INCORRECT,a) 25,Incorrecto.,2026-04-29 21:48:41,
12710847,ans_12710847_0003,Funciones,Porcentajes,Si 3 es par o impar,1,CORRECT,b) impar,Correcto.,2026-03-27 16:27:24,
12710847,ans_12710847_0004,Aritmetica,Fracciones,Cuanto es 2+3?,1,CORRECT,a) 5,Correcto.,2026-04-02 14:53:18,
12710847,ans_12710847_0005,Algebra,Ecuaciones,Que es 1/2 + 1/4?,1,CORRECT,b) 3/4,Correcto.,2026-04-21 17:42:47,
12710847,ans_12710847_0006,Geometria,Areas,Resuelve x+5=10,1,CORRECT,c) 16,Correcto.,2026-04-07 08:57:26,
12710847,ans_12710847_0007,Probabilidad,Probabilidad simple,Area del cuadrado de lado 4,0,INCORRECT,d) 5,Incorrecto.,2026-04-18 16:16:35,
12710847,ans_12710847_0008,Estadistica,Media,10% de 50,0,INCORRECT,a) 25,Incorrecto.,2026-04-28 20:10:46,
12710847,ans_12710847_0009,Funciones,Pendiente,Si 3 es par o impar,1,CORRECT,b) impar,Correcto.,2026-04-23 12:09:57,
12710847,ans_12710847_0010,Aritmetica,Porcentajes,Cuanto es 2+3?,1,CORRECT,a) 5,Correcto.,2026-03-28 20:44:47,
12803627,ans_12803627_0001,Algebra,Fracciones,Que es 1/2 + 1/4?,0,INCORRECT,b) 3/4,Incorrecto.,2026-05-03 15:35:44,
12803627,ans_12803627_0002,Geometria,Ecuaciones,Resuelve x+5=10,0,INCORRECT,c) 16,Incorrecto.,2026-04-09 11:18:39,
12803627,ans_12803627_0003,Probabilidad,Areas,Area del cuadrado de lado 4,1,CORRECT,d) 5,Correcto.,2026-04-05 08:27:38,
12803627,ans_12803627_0004,Estadistica,Probabilidad simple,10% de 50,1,CORRECT,a) 25,Correcto.,2026-03-29 09:18:27,
12803627,ans_12803627_0005,Funciones,Media,Si 3 es par o impar,1,CORRECT,b) impar,Correcto.,2026-04-12 15:28:41,
13162585,ans_13162585_0001,Aritmetica,Pendiente,Cuanto es 2+3?,1,CORRECT,a) 5,Correcto.,2026-04-02 18:20:50,
13162585,ans_13162585_0002,Algebra,Porcentajes,Que es 1/2 + 1/4?,0,INCORRECT,b) 3/4,Incorrecto.,2026-04-04 21:49:45,
13162585,ans_13162585_0003,Geometria,Fracciones,Resuelve x+5=10,1,CORRECT,c) 16,Correcto.,2026-04-02 15:47:55,
13162585,ans_13162585_0004,Probabilidad,Ecuaciones,Area del cuadrado de lado 4,1,CORRECT,d) 5,Correcto.,2026-05-05 15:28:24,
13162585,ans_13162585_0005,Estadistica,Areas,10% de 50,0,INCORRECT,a) 25,Incorrecto.,2026-03-28 10:41:51,
13162585,ans_13162585_0006,Funciones,Probabilidad simple,Si 3 es par o impar,1,CORRECT,b) impar,Correcto.,2026-05-03 08:58:09,
13162585,ans_13162585_0007,Aritmetica,Media,Cuanto es 2+3?,1,CORRECT,a) 5,Correcto.,2026-04-30 10:20:10,
13162585,ans_13162585_0008,Algebra,Pendiente,Que es 1/2 + 1/4?,1,CORRECT,b) 3/4,Correcto.,2026-04-28 13:02:36,
13162585,ans_13162585_0009,Geometria,Porcentajes,Resuelve x+5=10,0,INCORRECT,c) 16,Incorrecto.,2026-03-30 08:08:09,
13164230,ans_13164230_0001,Probabilidad,Fracciones,Area del cuadrado de lado 4,1,CORRECT,d) 5,Correcto.,2026-05-03 09:13:27,
13164230,ans_13164230_0002,Estadistica,Ecuaciones,10% de 50,0,INCORRECT,a) 25,Incorrecto.,2026-05-06 21:56:51,
13164230,ans_13164230_0003,Funciones,Areas,Si 3 es par o impar,0,INCORRECT,b) impar,Incorrecto.,2026-04-18 18:45:08,
13164230,ans_13164230_0004,Aritmetica,Probabilidad simple,Cuanto es 2+3?,1,CORRECT,a) 5,Correcto.,2026-03-28 08:43:53,
13164230,ans_13164230_0005,Algebra,Media,Que es 1/2 + 1/4?,1,CORRECT,b) 3/4,Correcto.,2026-05-03 10:32:05,
13164230,ans_13164230_0006,Geometria,Pendiente,Resuelve x+5=10,1,CORRECT,c) 16,Correcto.,2026-04-19 12:35:33,
13164230,ans_13164230_0007,Probabilidad,Porcentajes,Area del cuadrado de lado 4,1,CORRECT,d) 5,Correcto.,2026-03-29 13:12:12,
13164230,ans_13164230_0008,Estadistica,Fracciones,10% de 50,1,CORRECT,a) 25,Correcto.,2026-03-31 09:39:30,
13164230,ans_13164230_0009,Funciones,Ecuaciones,Si 3 es par o impar,0,INCORRECT,b) impar,Incorrecto.,2026-04-23 20:52:03,
13164230,ans_13164230_0010,Aritmetica,Areas,Cuanto es 2+3?,1,CORRECT,a) 5,Correcto.,2026-05-03 16:41:17,
13198382,ans_13198382_0001,Algebra,Probabilidad simple,Que es 1/2 + 1/4?,1,CORRECT,b) 3/4,Correcto.,2026-05-10 16:56:00,
13198382,ans_13198382_0002,Geometria,Media,Resuelve x+5=10,0,INCORRECT,c) 16,Incorrecto.,2026-04-20 18:15:57,
13198382,ans_13198382_0003,Probabilidad,Pendiente,Area del cuadrado de lado 4,0,INCORRECT,d) 5,Incorrecto.,2026-04-22 10:27:40,
13198382,ans_13198382_0004,Estadistica,Porcentajes,10% de 50,1,CORRECT,a) 25,Correcto.,2026-04-10 18:00:13,
13198382,ans_13198382_0005,Funciones,Fracciones,Si 3 es par o impar,0,INCORRECT,b) impar,Incorrecto.,2026-03-26 17:13:40,
13198382,ans_13198382_0006,Aritmetica,Ecuaciones,Cuanto es 2+3?,1,CORRECT,a) 5,Correcto.,2026-04-12 21:50:59,
13198454,ans_13198454_0001,Algebra,Areas,Que es 1/2 + 1/4?,0,INCORRECT,b) 3/4,Incorrecto.,2026-03-26 12:38:25,
13198454,ans_13198454_0002,Geometria,Probabilidad simple,Resuelve x+5=10,1,CORRECT,c) 16,Correcto.,2026-04-21 11:24:52,
13198454,ans_13198454_0003,Probabilidad,Media,Area del cuadrado de lado 4,0,INCORRECT,d) 5,Incorrecto.,2026-03-26 11:41:37,
13198454,ans_13198454_0004,Estadistica,Pendiente,10% de 50,1,CORRECT,a) 25,Correcto.,2026-04-25 16:40:03,
13198454,ans_13198454_0005,Funciones,Porcentajes,Si 3 es par o impar,1,CORRECT,b) impar,Correcto.,2026-03-30 19:12:15,
13198454,ans_13198454_0006,Aritmetica,Fracciones,Cuanto es 2+3?,0,INCORRECT,a) 5,Incorrecto.,2026-03-29 13:20:56,
13198454,ans_13198454_0007,Algebra,Ecuaciones,Que es 1/2 + 1/4?,1,CORRECT,b) 3/4,Correcto.,2026-05-05 12:48:56,
13198454,ans_13198454_0008,Geometria,Areas,Resuelve x+5=10,1,CORRECT,c) 16,Correcto.,2026-05-11 16:59:59,
13198454,ans_13198454_0009,Probabilidad,Probabilidad simple,Area del cuadrado de lado 4,0,INCORRECT,d) 5,Incorrecto.,2026-04-16 11:04:59,
13357709,ans_13357709_0001,Estadistica,Media,10% de 50,1,CORRECT,a) 25,Correcto.,2026-04-07 20:08:05,
13357709,ans_13357709_0002,Funciones,Pendiente,Si 3 es par o impar,0,INCORRECT,b) impar,Incorrecto.,2026-04-09 12:17:38,
13357709,ans_13357709_0003,Aritmetica,Porcentajes,Cuanto es 2+3?,1,CORRECT,a) 5,Correcto.,2026-04-18 09:54:17,
13357709,ans_13357709_0004,Algebra,Fracciones,Que es 1/2 + 1/4?,1,CORRECT,b) 3/4,Correcto.,2026-04-21 14:08:42,
13357709,ans_13357709_0005,Geometria,Ecuaciones,Resuelve x+5=10,1,CORRECT,c) 16,Correcto.,2026-04-19 13:38:54,
13357709,ans_13357709_0006,Probabilidad,Areas,Area del cuadrado de lado 4,1,CORRECT,d) 5,Correcto.,2026-05-01 13:53:51,
13357709,ans_13357709_0007,Estadistica,Probabilidad simple,10% de 50,1,CORRECT,a) 25,Correcto.,2026-05-12 10:06:43,
13357709,ans_13357709_0008,Funciones,Media,Si 3 es par o impar,1,CORRECT,b) impar,Correcto.,2026-05-08 13:16:09,
13357709,ans_13357709_0009,Aritmetica,Pendiente,Cuanto es 2+3?,0,INCORRECT,a) 5,Incorrecto.,2026-04-07 20:08:05,
13449915,ans_13449915_0001,Algebra,Porcentajes,Que es 1/2 + 1/4?,1,CORRECT,b) 3/4,Correcto.,2026-04-29 10:11:49,
13449915,ans_13449915_0002,Geometria,Fracciones,Resuelve x+5=10,0,INCORRECT,c) 16,Incorrecto.,2026-05-06 21:06:37,
13449915,ans_13449915_0003,Probabilidad,Ecuaciones,Area del cuadrado de lado 4,0,INCORRECT,d) 5,Incorrecto.,2026-04-18 15:59:06,
13449915,ans_13449915_0004,Estadistica,Areas,10% de 50,1,CORRECT,a) 25,Correcto.,2026-03-29 12:45:59,
13449915,ans_13449915_0005,Funciones,Probabilidad simple,Si 3 es par o impar,1,CORRECT,b) impar,Correcto.,2026-03-30 17:14:17,
13449915,ans_13449915_0006,Aritmetica,Media,Cuanto es 2+3?,1,CORRECT,a) 5,Correcto.,2026-04-30 13:52:04,
13677403,ans_13677403_0001,Algebra,Pendiente,Que es 1/2 + 1/4?,0,INCORRECT,b) 3/4,Incorrecto.,2026-03-28 11:47:23,
13677403,ans_13677403_0002,Geometria,Porcentajes,Resuelve x+5=10,0,INCORRECT,c) 16,Incorrecto.,2026-04-26 18:44:10,
13677403,ans_13677403_0003,Probabilidad,Fracciones,Area del cuadrado de lado 4,1,CORRECT,d) 5,Correcto.,2026-05-02 09:18:12,
13677403,ans_13677403_0004,Estadistica,Ecuaciones,10% de 50,1,CORRECT,a) 25,Correcto.,2026-05-09 18:06:18,
13677403,ans_13677403_0005,Funciones,Areas,Si 3 es par o impar,0,INCORRECT,b) impar,Incorrecto.,2026-05-04 19:40:01,
13677403,ans_13677403_0006,Aritmetica,Probabilidad simple,Cuanto es 2+3?,1,CORRECT,a) 5,Correcto.,2026-05-02 08:32:20,
13678108,ans_13678108_0001,Algebra,Media,Que es 1/2 + 1/4?,1,CORRECT,b) 3/4,Correcto.,2026-04-09 16:59:26,
