user_id,conversation_id,conversation_mode,message_id,message_type,is_student,message_text,topic_name,subtopic_name,question_text,is_correct,answer_correct,answer_option_text,answer_feedback,ts_created,date_created
10632252,conv_esc_10632252_3,escuela,msg_esc_10632252_0008,ai,0,Vamos a resolverlo paso a paso.,Aritmetica,Porcentajes,Cual es el valor de x si 2x+5=15?,0,False,a) 5,Incorrecto. Revisa el procedimiento.,2026-04-06 15:17:56,
10632252,conv_esc_10632252_3,escuela,msg_esc_10632252_0009,student,1,Como resuelvo esta pregunta?,Algebra,Sistemas de ecuaciones,Que porcentaje de 80 es 20?,0,False,b) 10,Incorrecto. Revisa el procedimiento.,2026-04-28 15:07:07,
10632252,conv_esc_10632252_4,escuela,msg_esc_10632252_0010,ai,0,Vamos a resolverlo paso a paso.,Geometria,Razones y proporciones,Calcula el area del rectangulo de lados 5 y 8,1,True,c) 25,Correcto! Bien hecho.,2026-03-25 10:01:31,
10632252,conv_esc_10632252_4,escuela,msg_esc_10632252_0011,student,1,Como resuelvo esta pregunta?,Probabilidad,Fracciones,Si 3/4 de un numero es 12 cual es el numero?,0,False,d) 30,Incorrecto. Revisa el procedimiento.,2026-04-16 11:44:18,
10632252,conv_esc_10632252_4,escuela,msg_esc_10632252_0012,ai,0,Vamos a resolverlo paso a paso.,Estadistica,Ecuaciones lineales,Probabilidad de obtener par en un dado,0,False,a) 0.5,Incorrecto. Revisa el procedimiento.,2026-03-29 08:32:34,
10658482,conv_esc_10658482_1,escuela,msg_esc_10658482_0001,student,1,Como resuelvo esta pregunta?,Funciones,Areas y perimetros,Resuelve x^2 - 9 = 0,0,False,b) 0.25,Incorrecto. Revisa el procedimiento.,2026-04-20 08:56:42,
10658482,conv_esc_10658482_1,escuela,msg_esc_10658482_0002,ai,0,Vamos a resolverlo paso a paso.,Aritmetica,Probabilidad simple,Cuanto es 15% de 200?,1,True,c) 16,Correcto! Bien hecho.,2026-03-31 13:24:31,
10658482,conv_esc_10658482_1,escuela,msg_esc_10658482_0003,student,1,Como resuelvo esta pregunta?,Algebra,Medidas centrales,Razon entre 4 y 12,0,False,d) 4,Incorrecto. Revisa el procedimiento.,2026-04-05 10:56:11,
10664234,conv_esc_10664234_1,escuela,msg_esc_10664234_0001,student,1,Como resuelvo esta pregunta?,Geometria,Pendiente,Cual es el valor de x si 2x+5=15?,1,True,a) 5,Correcto! Bien hecho.,2026-04-08 14:57:30,
10664234,conv_esc_10664234_1,escuela,msg_esc_10664234_0002,ai,0,Vamos a resolverlo paso a paso.,Probabilidad,Porcentajes,Que porcentaje de 80 es 20?,1,True,b) 10,Correcto! Bien hecho.,2026-04-15 14:28:32,
10664234,conv_esc_10664234_1,escuela,msg_esc_10664234_0003,student,1,Como resuelvo esta pregunta?,Estadistica,Sistemas de ecuaciones,Calcula el area del rectangulo de lados 5 y 8,1,True,c) 25,Correcto! Bien hecho.,2026-04-08 14:40:01,
10664234,conv_esc_10664234_2,escuela,msg_esc_10664234_0004,ai,0,Vamos a resolverlo paso a paso.,Funciones,Razones y proporciones,Si 3/4 de un numero es 12 cual es el numero?,1,True,d) 30,Correcto! Bien hecho.,2026-04-27 13:37:57,
10664234,conv_esc_10664234_2,escuela,msg_esc_10664234_0005,student,1,Como resuelvo esta pregunta?,Aritmetica,Fracciones,Probabilidad de obtener par en un dado,0,False,a) 0.5,Incorrecto. Revisa el procedimiento.,2026-04-29 11:52:18,
10664234,conv_esc_10664234_2,escuela,msg_esc_10664234_0006,ai,0,Vamos a resolverlo paso a paso.,Algebra,Ecuaciones lineales,Resuelve x^2 - 9 = 0,0,False,b) 0.25,Incorrecto. Revisa el procedimiento.,2026-03-25 11:44:12,
10664234,conv_esc_10664234_3,escuela,msg_esc_10664234_0007,student,1,Como resuelvo esta pregunta?,Geometria,Areas y perimetros,Cuanto es 15% de 200?,1,True,c) 16,Correcto! Bien hecho.,2026-05-07 09:07:30,
10664234,conv_esc_10664234_3,escuela,msg_esc_10664234_0008,ai,0,Vamos a resolverlo paso a paso.,Probabilidad,Probabilidad simple,Razon entre 4 y 12,1,True,d) 4,Correcto! Bien hecho.,2026-04-11 09:02:25,
10664234,conv_esc_10664234_3,escuela,msg_esc_10664234_0009,student,1,Como resuelvo esta pregunta?,Estadistica,Medidas centrales,Cual es el valor de x si 2x+5=15?,0,False,a) 5,Incorrecto. Revisa el procedimiento.,2026-04-14 10:00:14,
10664234,conv_esc_10664234_4,escuela,msg_esc_10664234_0010,ai,0,Vamos a resolverlo paso a paso.,Funciones,Pendiente,Que porcentaje de 80 es 20?,0,False,b) 10,Incorrecto. Revisa el procedimiento.,2026-04-12 13:35:06,
10664234,conv_esc_10664234_4,escuela,msg_esc_10664234_0011,student,1,Como resuelvo esta pregunta?,Aritmetica,Porcentajes,Calcula el area del rectangulo de lados 5 y 8,0,False,c) 25,Incorrecto. Revisa el procedimiento.,2026-04-10 10:23:39,
10767552,conv_esc_10767552_1,escuela,msg_esc_10767552_0001,student,1,Como resuelvo esta pregunta?,Algebra,Sistemas de ecuaciones,Si 3/4 de un numero es 12 cual es el numero?,0,False,d) 30,Incorrecto. Revisa el procedimiento.,2026-04-23 13:37:20,
10767552,conv_esc_10767552_1,escuela,msg_esc_10767552_0002,ai,0,Vamos a resolverlo paso a paso.,Geometria,Razones y proporciones,Probabilidad de obtener par en un dado,1,True,a) 0.5,Correcto! Bien hecho.,2026-05-02 15:01:11,
10767552,conv_esc_10767552_1,escuela,msg_esc_10767552_0003,student,1,Como resuelvo esta pregunta?,Probabilidad,Fracciones,Resuelve x^2 - 9 = 0,0,False,b) 0.25,Incorrecto. Revisa el procedimiento.,2026-04-24 11:28:03,
10767552,conv_esc_10767552_2,escuela,msg_esc_10767552_0004,ai,0,Vamos a resolverlo paso a paso.,Estadistica,Ecuaciones lineales,Cuanto es 15% de 200?,0,False,c) 16,Incorrecto. Revisa el procedimiento.,2026-04-15 14:52:34,
10767552,conv_esc_10767552_2,escuela,msg_esc_10767552_0005,student,1,Como resuelvo esta pregunta?,Funciones,Areas y perimetros,Razon entre 4 y 12,1,True,d) 4,Correcto! Bien hecho.,2026-04-06 08:05:24,
10767552,conv_esc_10767552_2,escuela,msg_esc_10767552_0006,ai,0,Vamos a resolverlo paso a paso.,Aritmetica,Probabilidad simple,Cual es el valor de x si 2x+5=15?,1,True,a) 5,Correcto! Bien hecho.,2026-04-17 08:38:13,
10767552,conv_esc_10767552_3,escuela,msg_esc_10767552_0007,student,1,Como resuelvo esta pregunta?,Algebra,Medidas centrales,Que porcentaje de 80 es 20?,0,False,b) 10,Incorrecto. Revisa el procedimiento.,2026-04-12 12:47:02,
10767552,conv_esc_10767552_3,escuela,msg_esc_10767552_0008,ai,0,Vamos a resolverlo paso a paso.,Geometria,Pendiente,Calcula el area del rectangulo de lados 5 y 8,0,False,c) 25,Incorrecto. Revisa el procedimiento.,2026-05-07 10:26:09,
10767552,conv_esc_10767552_3,escuela,msg_esc_10767552_0009,student,1,Como resuelvo esta pregunta?,Probabilidad,Porcentajes,Si 3/4 de un numero es 12 cual es el numero?,1,True,d) 30,Correcto! Bien hecho.,2026-04-16 14:47:48,
10767552,conv_esc_10767552_4,escuela,msg_esc_10767552_0010,ai,0,Vamos a resolverlo paso a paso.,Estadistica,Sistemas de ecuaciones,Probabilidad de obtener par en un dado,1,True,a) 0.5,Correcto! Bien hecho.,2026-05-06 15:47:40,
10767552,conv_esc_10767552_4,escuela,msg_esc_10767552_0011,student,1,Como resuelvo esta pregunta?,Funciones,Razones y proporciones,Resuelve x^2 - 9 = 0,0,False,b) 0.25,Incorrecto. Revisa el procedimiento.,2026-05-01 15:14:41,
10767552,conv_esc_10767552_4,escuela,msg_esc_10767552_0012,ai,0,Vamos a resolverlo paso a paso.,Aritmetica,Fracciones,Cuanto es 15% de 200?,1,True,c) 16,Correcto! Bien hecho.,2026-04-25 14:00:35,
10875238,conv_esc_10875238_1,escuela,msg_esc_10875238_0001,student,1,Como resuelvo esta pregunta?,Algebra,Ecuaciones lineales,Razon entre 4 y 12,1,True,d) 4,Correcto! Bien hecho.,2026-04-27 09:57:18,
10875238,conv_esc_10875238_1,escuela,msg_esc_10875238_0002,ai,0,Vamos a resolverlo paso a paso.,Geometria,Areas y perimetros,Cual es el valor de x si 2x+5=15?,1,True,a) 5,Correcto! Bien hecho.,2026-05-12 08:08:45,
10875238,conv_esc_10875238_1,escuela,msg_esc_10875238_0003,student,1,Como resuelvo esta pregunta?,Probabilidad,Probabilidad simple,Que porcentaje de 80 es 20?,1,True,b) 10,Correcto! Bien hecho.,2026-04-16 12:03:58,
10927250,conv_esc_10927250_1,escuela,msg_esc_10927250_0001,student,1,Como resuelvo esta pregunta?,Estadistica,Medidas centrales,Calcula el area del rectangulo de lados 5 y 8,1,True,c) 25,Correcto! Bien hecho.,2026-04-10 08:49:42,
10927250,conv_esc_10927250_1,escuela,msg_esc_10927250_0002,ai,0,Vamos a resolverlo paso a paso.,Funciones,Pendiente,Si 3/4 de un numero es 12 cual es el numero?,0,False,d) 30,Incorrecto. Revisa el procedimiento.,2026-04-11 08:55:52,
10927250,conv_esc_10927250_1,escuela,msg_esc_10927250_0003,student,1,Como resuelvo esta pregunta?,Aritmetica,Porcentajes,Probabilidad de obtener par en un dado,0,False,a) 0.5,Incorrecto. Revisa el procedimiento.,2026-04-29 14:33:58,
11014908,conv_esc_11014908_1,escuela,msg_esc_11014908_0001,student,1,Como resuelvo esta pregunta?,Algebra,Sistemas de ecuaciones,Resuelve x^2 - 9 = 0,0,False,b) 0.25,Incorrecto. Revisa el procedimiento.,2026-04-01 15:24:16,
11014908,conv_esc_11014908_1,escuela,msg_esc_11014908_0002,ai,0,Vamos a resolverlo paso a paso.,Geometria,Razones y proporciones,Cuanto es 15% de 200?,1,True,c) 16,Correcto! Bien hecho.,2026-04-05 15:35:48,
11014908,conv_esc_11014908_1,escuela,msg_esc_11014908_0003,student,1,Como resuelvo esta pregunta?,Probabilidad,Fracciones,Razon entre 4 y 12,1,True,d) 4,Correcto! Bien hecho.,2026-05-06 12:59:28,
11014908,conv_esc_11014908_2,escuela,msg_esc_11014908_0004,ai,0,Vamos a resolverlo paso a paso.,Estadistica,Ecuaciones lineales,Cual es el valor de x si 2x+5=15?,1,True,a) 5,Correcto! Bien hecho.,2026-04-24 08:33:17,
11014908,conv_esc_11014908_2,escuela,msg_esc_11014908_0005,student,1,Como resuelvo esta pregunta?,Funciones,Areas y perimetros,Que porcentaje de 80 es 20?,1,True,b) 10,Correcto! Bien hecho.,2026-04-06 13:06:52,
11014908,conv_esc_11014908_2,escuela,msg_esc_11014908_0006,ai,0,Vamos a resolverlo paso a paso.,Aritmetica,Probabilidad simple,Calcula el area del rectangulo de lados 5 y 8,1,True,c) 25,Correcto! Bien hecho.,2026-04-05 09:46:17,
11115821,conv_esc_11115821_1,escuela,msg_esc_11115821_0001,student,1,Como resuelvo esta pregunta?,Algebra,Medidas centrales,Si 3/4 de un numero es 12 cual es el numero?,1,True,d) 30,Correcto! Bien hecho.,2026-04-14 10:41:44,
11115821,conv_esc_11115821_1,escuela,msg_esc_11115821_0002,ai,0,Vamos a resolverlo paso a paso.,Geometria,Pendiente,Probabilidad de obtener par en un dado,1,True,a) 0.5,Correcto! Bien hecho.,2026-04-22 10:40:47,
11115821,conv_esc_11115821_1,escuela,msg_esc_11115821_0003,student,1,Como resuelvo esta pregunta?,Probabilidad,Porcentajes,Resuelve x^2 - 9 = 0,0,False,b) 0.25,Incorrecto. Revisa el procedimiento.,2026-05-04 08:16:15,
11115821,conv_esc_11115821_2,escuela,msg_esc_11115821_0004,ai,0,Vamos a resolverlo paso a paso.,Estadistica,Sistemas de ecuaciones,Cuanto es 15% de 200?,1,True,c) 16,Correcto! Bien hecho.,2026-04-12 13:56:56,
11115821,conv_esc_11115821_2,escuela,msg_esc_11115821_0005,student,1,Como resuelvo esta pregunta?,Funciones,Razones y proporciones,Razon entre 4 y 12,1,True,d) 4,Correcto! Bien hecho.,2026-03-29 12:04:28,
11115821,conv_esc_11115821_2,escuela,msg_esc_11115821_0006,ai,0,Vamos a resolverlo paso a paso.,Aritmetica,Fracciones,Cual es el valor de x si 2x+5=15?,1,True,a) 5,Correcto! Bien hecho.,2026-05-12 15:54:03,
11179800,conv_esc_11179800_1,escuela,msg_esc_11179800_0001,student,1,Como resuelvo esta pregunta?,Algebra,Ecuaciones lineales,Que porcentaje de 80 es 20?,0,False,b) 10,Incorrecto. Revisa el procedimiento.,2026-04-19 09:47:20,
11179800,conv_esc_11179800_1,escuela,msg_esc_11179800_0002,ai,0,Vamos a resolverlo paso a paso.,Geometria,Areas y perimetros,Calcula el area del rectangulo de lados 5 y 8,1,True,c) 25,Correcto! Bien hecho.,2026-04-23 11:39:22,
11179800,conv_esc_11179800_1,escuela,msg_esc_11179800_0003,student,1,Como resuelvo esta pregunta?,Probabilidad,Probabilidad simple,Si 3/4 de un numero es 12 cual es el numero?,0,False,d) 30,Incorrecto. Revisa el procedimiento.,2026-04-22 14:56:22,
11179800,conv_esc_11179800_2,escuela,msg_esc_11179800_0004,ai,0,Vamos a resolverlo paso a paso.,Estadistica,Medidas centrales,Probabilidad de obtener par en un dado,0,False,a) 0.5,Incorrecto. Revisa el procedimiento.,2026-03-25 14:36:46,
11321263,conv_esc_11321263_1,escuela,msg_esc_11321263_0001,student,1,Como resuelvo esta pregunta?,Funciones,Pendiente,Resuelve x^2 - 9 = 0,1,True,b) 0.25,Correcto! Bien hecho.,2026-03-24 12:50:08,
11321263,conv_esc_11321263_1,escuela,msg_esc_11321263_0002,ai,0,Vamos a resolverlo paso a paso.,Aritmetica,Porcentajes,Cuanto es 15% de 200?,0,False,c) 16,Incorrecto. Revisa el procedimiento.,2026-04-13 08:26:41,
11321263,conv_esc_11321263_1,escuela,msg_esc_11321263_0003,student,1,Como resuelvo esta pregunta?,Algebra,Sistemas de ecuaciones,Razon entre 4 y 12,1,True,d) 4,Correcto! Bien hecho.,2026-03-26 14:18:54,
11321263,conv_esc_11321263_2,escuela,msg_esc_11321263_0004,ai,0,Vamos a resolverlo paso a paso.,Geometria,Razones y proporciones,Cual es el valor de x si 2x+5=15?,0,False,a) 5,Incorrecto. Revisa el procedimiento.,2026-03-28 10:02:32,
11321263,conv_esc_11321263_2,escuela,msg_esc_11321263_0005,student,1,Como resuelvo esta pregunta?,Probabilidad,Fracciones,Que porcentaje de 80 es 20?,1,True,b) 10,Correcto! Bien hecho.,2026-05-02 09:44:25,
11321263,conv_esc_11321263_2,escuela,msg_esc_11321263_0006,ai,0,Vamos a resolverlo paso a paso.,Estadistica,Ecuaciones lineales,Calcula el area del rectangulo de lados 5 y 8,0,False,c) 25,Incorrecto. Revisa el procedimiento.,2026-04-30 11:03:51,
11321263,conv_esc_11321263_3,escuela,msg_esc_11321263_0007,student,1,Como resuelvo esta pregunta?,Funciones,Areas y perimetros,Si 3/4 de un numero es 12 cual es el numero?,0,False,d) 30,Incorrecto. Revisa el procedimiento.,2026-04-14 14:37:40,
11321263,conv_esc_11321263_3,escuela,msg_esc_11321263_0008,ai,0,Vamos a resolverlo paso a paso.,Aritmetica,Probabilidad simple,Probabilidad de obtener par en un dado,1,True,a) 0.5,Correcto! Bien hecho.,2026-05-06 14:57:26,
11334272,conv_esc_11334272_1,escuela,msg_esc_11334272_0001,student,1,Como resuelvo esta pregunta?,Algebra,Medidas centrales,Resuelve x^2 - 9 = 0,0,False,b) 0.25,Incorrecto. Revisa el procedimiento.,2026-05-02 12:58:51,
11334272,conv_esc_11334272_1,escuela,msg_esc_11334272_0002,ai,0,Vamos a resolverlo paso a paso.,Geometria,Pendiente,Cuanto es 15% de 200?,1,True,c) 16,Correcto! Bien hecho.,2026-05-09 08:57:59,
11334272,conv_esc_11334272_1,escuela,msg_esc_11334272_0003,student,1,Como resuelvo esta pregunta?,Probabilidad,Porcentajes,Razon entre 4 y 12,0,False,d) 4,Incorrecto. Revisa el procedimiento.,2026-04-28 13:46:17,
11334272,conv_esc_11334272_2,escuela,msg_esc_11334272_0004,ai,0,Vamos a resolverlo paso a paso.,Estadistica,Sistemas de ecuaciones,Cual es el valor de x si 2x+5=15?,1,True,a) 5,Correcto! Bien hecho.,2026-05-07 13:03:26,
11372154,conv_esc_11372154_1,escuela,msg_esc_11372154_0001,student,1,Como resuelvo esta pregunta?,Funciones,Razones y proporciones,Que porcentaje de 80 es 20?,1,True,b) 10,Correcto! Bien hecho.,2026-04-09 12:04:31,
11372154,conv_esc_11372154_1,escuela,msg_esc_11372154_0002,ai,0,Vamos a resolverlo paso a paso.,Aritmetica,Fracciones,Calcula el area del rectangulo de lados 5 y 8,0,False,c) 25,Incorrecto. Revisa el procedimiento.,2026-04-16 14:15:02,
11372154,conv_esc_11372154_1,escuela,msg_esc_11372154_0003,student,1,Como resuelvo esta pregunta?,Algebra,Ecuaciones lineales,Si 3/4 de un numero es 12 cual es el numero?,1,True,d) 30,Correcto! Bien hecho.,2026-05-10 09:25:59,
11372154,conv_esc_11372154_2,escuela,msg_esc_11372154_0004,ai,0,Vamos a resolverlo paso a paso.,Geometria,Areas y perimetros,Probabilidad de obtener par en un dado,1,True,a) 0.5,Correcto! Bien hecho.,2026-04-07 08:00:38,
11372154,conv_esc_11372154_2,escuela,msg_esc_11372154_0005,student,1,Como resuelvo esta pregunta?,Probabilidad,Probabilidad simple,Resuelve x^2 - 9 = 0,0,False,b) 0.25,Incorrecto. Revisa el procedimiento.,2026-03-26 09:50:12,
11372154,conv_esc_11372154_2,escuela,msg_esc_11372154_0006,ai,0,Vamos a resolverlo paso a paso.,Estadistica,Medidas centrales,Cuanto es 15% de 200?,0,False,c) 16,Incorrecto. Revisa el procedimiento.,2026-05-06 12:02:40,
11372154,conv_esc_11372154_3,escuela,msg_esc_11372154_0007,student,1,Como resuelvo esta pregunta?,Funciones,Pendiente,Razon entre 4 y 12,1,True,d) 4,Correcto! Bien hecho.,2026-03-28 11:18:59,
11372154,conv_esc_11372154_3,escuela,msg_esc_11372154_0008,ai,0,Vamos a resolverlo paso a paso.,Aritmetica,Porcentajes,Cual es el valor de x si 2x+5=15?,0,False,a) 5,Incorrecto. Revisa el procedimiento.,2026-04-03 10:48:14,
11412675,conv_esc_11412675_1,escuela,msg_esc_11412675_0001,student,1,Como resuelvo esta pregunta?,Algebra,Sistemas de ecuaciones,Que porcentaje de 80 es 20?,1,True,b) 10,Correcto! Bien hecho.,2026-04-23 15:41:51,
11412675,conv_esc_11412675_1,escuela,msg_esc_11412675_0002,ai,0,Vamos a resolverlo paso a paso.,Geometria,Razones y proporciones,Calcula el area del rectangulo de lados 5 y 8,0,False,c) 25,Incorrecto. Revisa el procedimiento.,2026-05-12 09:57:58,
11412675,conv_esc_11412675_1,escuela,msg_esc_11412675_0003,student,1,Como resuelvo esta pregunta?,Probabilidad,Fracciones,Si 3/4 de un numero es 12 cual es el numero?,1,True,d) 30,Correcto! Bien hecho.,2026-05-03 08:01:21,
11412675,conv_esc_11412675_2,escuela,msg_esc_11412675_0004,ai,0,Vamos a resolverlo paso a paso.,Estadistica,Ecuaciones lineales,Probabilidad de obtener par en un dado,0,False,a) 0.5,Incorrecto. Revisa el procedimiento.,2026-04-17 09:13:10,
11412675,conv_esc_11412675_2,escuela,msg_esc_11412675_0005,student,1,Como resuelvo esta pregunta?,Funciones,Areas y perimetros,Resuelve x^2 - 9 = 0,0,False,b) 0.25,Incorrecto. Revisa el procedimiento.,2026-03-27 11:36:51,
11412675,conv_esc_11412675_2,escuela,msg_esc_11412675_0006,ai,0,Vamos a resolverlo paso a paso.,Aritmetica,Probabilidad simple,Cuanto es 15% de 200?,0,False,c) 16,Incorrecto. Revisa el procedimiento.,2026-05-03 10:25:32,
11412675,conv_esc_11412675_3,escuela,msg_esc_11412675_0007,student,1,Como resuelvo esta pregunta?,Algebra,Medidas centrales,Razon entre 4 y 12,1,True,d) 4,Correcto! Bien hecho.,2026-04-29 15:48:14,
11412675,conv_esc_11412675_3,escuela,msg_esc_11412675_0008,ai,0,Vamos a resolverlo paso a paso.,Geometria,Pendiente,Cual es el valor de x si 2x+5=15?,0,False,a) 5,Incorrecto. Revisa el procedimiento.,2026-05-07 12:45:58,
11412675,conv_esc_11412675_3,escuela,msg_esc_11412675_0009,student,1,Como resuelvo esta pregunta?,Probabilidad,Porcentajes,Que porcentaje de 80 es 20?,1,True,b) 10,Correcto! Bien hecho.,2026-05-08 10:34:30,
11412675,conv_esc_11412675_4,escuela,msg_esc_11412675_0010,ai,0,Vamos a resolverlo paso a paso.,Estadistica,Sistemas de ecuaciones,Calcula el area del rectangulo de lados 5 y 8,1,True,c) 25,Correcto! Bien hecho.,2026-04-12 09:56:39,
11412675,conv_esc_11412675_4,escuela,msg_esc_11412675_0011,student,1,Como resuelvo esta pregunta?,Funciones,Razones y proporciones,Si 3/4 de un numero es 12 cual es el numero?,1,True,d) 30,Correcto! Bien hecho.,2026-05-08 10:41:03,
11446723,conv_esc_11446723_1,escuela,msg_esc_11446723_0001,student,1,Como resuelvo esta pregunta?,Aritmetica,Fracciones,Probabilidad de obtener par en un dado,1,True,a) 0.5,Correcto! Bien hecho.,2026-05-07 08:39:07,
11446723,conv_esc_11446723_1,escuela,msg_esc_11446723_0002,ai,0,Vamos a resolverlo paso a paso.,Algebra,Ecuaciones lineales,Resuelve x^2 - 9 = 0,0,False,b) 0.25,Incorrecto. Revisa el procedimiento.,2026-04-05 14:36:50,
11446723,conv_esc_11446723_1,escuela,msg_esc_11446723_0003,student,1,Como resuelvo esta pregunta?,Geometria,Areas y perimetros,Cuanto es 15% de 200?,1,True,c) 16,Correcto! Bien hecho.,2026-05-11 12:29:06,
11446723,conv_esc_11446723_2,escuela,msg_esc_11446723_0004,ai,0,Vamos a resolverlo paso a paso.,Probabilidad,Probabilidad simple,Razon entre 4 y 12,0,False,d) 4,Incorrecto. Revisa el procedimiento.,2026-04-16 08:32:04,
